AdultObesity,Adult Smokers (% of pop),ChildrenInPoverty,County,Diabetic (% of pop),FoodInsecure,Number of Records,Physically Inactive (% of pop),Region,State
0.29,0.17,0.22,Greenville,0.10,0.14,1,0.23,South,South Carolina
0.37,0.21,0.21,Berkeley,0.10,0.14,1,0.25,South,South Carolina
0.29,0.18,0.19,York,0.11,0.15,1,0.22,South,South Carolina
0.25,0.18,0.26,Charleston,0.11,0.16,1,0.21,South,South Carolina
0.32,0.16,0.22,Richland,0.11,0.18,1,0.22,South,South Carolina
0.29,0.21,0.27,Spartanburg,0.11,0.15,1,0.27,South,South Carolina
0.23,0.15,0.25,Beaufort,0.12,0.12,1,0.16,South,South Carolina
0.33,0.18,0.24,Anderson,0.12,0.14,1,0.30,South,South Carolina
0.29,0.20,0.30,Horry,0.12,0.15,1,0.23,South,South Carolina
0.32,0.19,0.28,Aiken,0.12,0.15,1,0.26,South,South Carolina
0.29,0.20,0.24,Oconee,0.12,0.14,1,0.24,South,South Carolina
0.35,0.22,0.32,Cherokee,0.12,0.18,1,0.34,South,South Carolina
0.33,0.20,0.30,Lancaster,0.12,0.16,1,0.24,South,South Carolina
0.31,0.20,0.25,Kershaw,0.12,0.14,1,0.29,South,South Carolina
0.33,0.18,0.33,Greenwood,0.13,0.18,1,0.25,South,South Carolina
0.33,0.19,0.30,Newberry,0.13,0.15,1,0.26,South,South Carolina
0.35,0.19,0.33,Sumter,0.13,0.19,1,0.30,South,South Carolina
0.32,0.20,0.27,Edgefield,0.13,0.16,1,0.27,South,South Carolina
0.37,0.21,0.28,Florence,0.13,0.19,1,0.27,South,South Carolina
0.36,0.19,0.33,Saluda,0.13,0.14,1,0.28,South,South Carolina
0.38,0.21,0.31,Laurens,0.13,0.16,1,0.33,South,South Carolina
0.37,0.21,0.29,Union,0.14,0.19,1,0.34,South,South Carolina
0.34,0.25,0.35,Chesterfield,0.14,0.20,1,0.30,South,South Carolina
0.39,0.20,0.34,Chester,0.14,0.20,1,0.30,South,South Carolina
0.36,0.23,0.36,Darlington,0.14,0.19,1,0.32,South,South Carolina
0.34,0.21,0.30,Abbeville,0.14,0.18,1,0.30,South,South Carolina
0.34,0.18,0.32,Georgetown,0.15,0.17,1,0.27,South,South Carolina
0.41,0.21,0.35,Hampton,0.15,0.21,1,0.33,South,South Carolina
0.36,0.20,0.29,Calhoun,0.15,0.17,1,0.30,South,South Carolina
0.41,0.20,0.43,Orangeburg,0.15,0.23,1,0.28,South,South Carolina
0.40,0.22,0.35,Colleton,0.15,0.19,1,0.31,South,South Carolina
0.39,0.22,0.41,Jasper,0.15,0.17,1,0.27,South,South Carolina
0.38,0.22,0.42,Barnwell,0.16,0.22,1,0.31,South,South Carolina
0.41,0.21,0.41,Bamberg,0.16,0.24,1,0.34,South,South Carolina
0.39,0.25,0.42,Dillon,0.16,0.23,1,0.36,South,South Carolina
0.37,0.25,0.47,Marlboro,0.16,0.24,1,0.33,South,South Carolina
0.34,0.19,0.41,McCormick,0.16,0.19,1,0.32,South,South Carolina
0.40,0.21,0.39,Clarendon,0.16,0.21,1,0.28,South,South Carolina
0.44,0.24,0.36,Lee,0.17,0.22,1,0.31,South,South Carolina
0.40,0.22,0.35,Fairfield,0.17,0.21,1,0.29,South,South Carolina
0.39,0.25,0.48,Marion,0.17,0.25,1,0.31,South,South Carolina
0.43,0.22,0.44,Williamsburg,0.18,0.23,1,0.34,South,South Carolina
0.40,0.25,0.49,Allendale,0.19,0.28,1,0.34,South,South Carolina
0.27,0.16,0.06,Williamson,0.09,0.09,1,0.23,South,Tennessee
0.34,0.22,0.16,Rutherford,0.09,0.14,1,0.27,South,Tennessee
0.29,0.23,0.17,Montgomery,0.09,0.17,1,0.29,South,Tennessee
0.29,0.22,0.23,Knox,0.10,0.15,1,0.30,South,Tennessee
0.33,0.22,0.19,Cheatham,0.10,0.13,1,0.35,South,Tennessee
0.33,0.20,0.14,Wilson,0.10,0.12,1,0.33,South,Tennessee
0.28,0.20,0.17,Sumner,0.10,0.13,1,0.29,South,Tennessee
0.35,0.22,0.19,Robertson,0.10,0.13,1,0.34,South,Tennessee
0.32,0.22,0.32,Davidson,0.11,0.17,1,0.26,South,Tennessee
0.34,0.23,0.26,Putnam,0.11,0.17,1,0.32,South,Tennessee
0.38,0.23,0.21,Dickson,0.11,0.14,1,0.40,South,Tennessee
0.36,0.21,0.22,Smith,0.11,0.15,1,0.35,South,Tennessee
0.31,0.25,0.27,Weakley,0.11,0.19,1,0.35,South,Tennessee
0.34,0.23,0.24,Bradley,0.11,0.16,1,0.37,South,Tennessee
0.32,0.22,0.25,Chester,0.11,0.17,1,0.29,South,Tennessee
0.32,0.23,0.22,Washington,0.11,0.16,1,0.33,South,Tennessee
0.34,0.21,0.22,Blount,0.11,0.14,1,0.35,South,Tennessee
0.34,0.23,0.21,Tipton,0.11,0.16,1,0.39,South,Tennessee
0.33,0.23,0.24,Anderson,0.11,0.16,1,0.34,South,Tennessee
0.32,0.24,0.29,Hickman,0.11,0.15,1,0.38,South,Tennessee
0.28,0.21,0.26,Jefferson,0.12,0.16,1,0.33,South,Tennessee
0.31,0.22,0.27,Sevier,0.12,0.15,1,0.40,South,Tennessee
0.37,0.22,0.22,Maury,0.12,0.16,1,0.33,South,Tennessee
0.33,0.24,0.22,Marshall,0.12,0.16,1,0.37,South,Tennessee
0.31,0.25,0.29,Morgan,0.12,0.17,1,0.38,South,Tennessee
0.38,0.22,0.26,Coffee,0.12,0.16,1,0.39,South,Tennessee
0.35,0.24,0.29,Macon,0.12,0.16,1,0.35,South,Tennessee
0.34,0.20,0.21,Moore,0.12,0.13,1,0.35,South,Tennessee
0.30,0.20,0.22,Hamilton,0.12,0.17,1,0.30,South,Tennessee
0.35,0.21,0.26,Humphreys,0.12,0.15,1,0.35,South,Tennessee
0.33,0.22,0.26,Trousdale,0.12,0.16,1,0.38,South,Tennessee
0.35,0.23,0.31,Rhea,0.12,0.18,1,0.40,South,Tennessee
0.31,0.21,0.24,Franklin,0.12,0.14,1,0.34,South,Tennessee
0.32,0.24,0.23,Cannon,0.12,0.14,1,0.36,South,Tennessee
0.34,0.25,0.28,Bedford,0.12,0.15,1,0.40,South,Tennessee
0.36,0.22,0.25,McMinn,0.12,0.16,1,0.39,South,Tennessee
0.33,0.23,0.29,DeKalb,0.12,0.15,1,0.40,South,Tennessee
0.33,0.24,0.29,Lawrence,0.12,0.17,1,0.37,South,Tennessee
0.31,0.23,0.31,Marion,0.12,0.16,1,0.37,South,Tennessee
0.31,0.22,0.27,Stewart,0.12,0.16,1,0.39,South,Tennessee
0.35,0.23,0.28,Hawkins,0.12,0.15,1,0.37,South,Tennessee
0.37,0.23,0.27,Henderson,0.12,0.18,1,0.38,South,Tennessee
0.34,0.24,0.34,Claiborne,0.12,0.18,1,0.35,South,Tennessee
0.32,0.25,0.33,Union,0.12,0.16,1,0.38,South,Tennessee
0.30,0.23,0.34,Hamblen,0.12,0.15,1,0.32,South,Tennessee
0.30,0.23,0.30,Sequatchie,0.12,0.15,1,0.36,South,Tennessee
0.35,0.24,0.28,Dyer,0.12,0.19,1,0.38,South,Tennessee
0.33,0.24,0.25,Greene,0.12,0.17,1,0.38,South,Tennessee
0.33,0.25,0.31,Wayne,0.12,0.17,1,0.37,South,Tennessee
0.31,0.27,0.32,Scott,0.12,0.22,1,0.42,South,Tennessee
0.29,0.23,0.22,Lincoln,0.13,0.14,1,0.37,South,Tennessee
0.32,0.24,0.27,Overton,0.13,0.16,1,0.40,South,Tennessee
0.31,0.25,0.28,Sullivan,0.13,0.15,1,0.36,South,Tennessee
0.32,0.26,0.34,Campbell,0.13,0.18,1,0.34,South,Tennessee
0.28,0.20,0.22,Loudon,0.13,0.13,1,0.30,South,Tennessee
0.30,0.24,0.30,White,0.13,0.17,1,0.37,South,Tennessee
0.30,0.24,0.33,Carter,0.13,0.17,1,0.34,South,Tennessee
0.36,0.22,0.29,Madison,0.13,0.19,1,0.31,South,Tennessee
0.33,0.23,0.28,Polk,0.13,0.15,1,0.36,South,Tennessee
0.32,0.24,0.32,Lewis,0.13,0.17,1,0.36,South,Tennessee
0.32,0.25,0.31,Grainger,0.13,0.16,1,0.39,South,Tennessee
0.32,0.25,0.35,Bledsoe,0.13,0.17,1,0.39,South,Tennessee
0.30,0.24,0.35,Johnson,0.13,0.18,1,0.36,South,Tennessee
0.32,0.24,0.28,Warren,0.13,0.16,1,0.32,South,Tennessee
0.30,0.23,0.28,Carroll,0.13,0.18,1,0.38,South,Tennessee
0.32,0.23,0.32,Obion,0.13,0.18,1,0.39,South,Tennessee
0.35,0.23,0.27,Houston,0.13,0.18,1,0.36,South,Tennessee
0.34,0.21,0.35,Shelby,0.13,0.22,1,0.30,South,Tennessee
0.34,0.23,0.25,Giles,0.13,0.17,1,0.32,South,Tennessee
0.34,0.21,0.26,Roane,0.13,0.15,1,0.41,South,Tennessee
0.34,0.22,0.30,Pickett,0.13,0.17,1,0.38,South,Tennessee
0.32,0.23,0.29,Unicoi,0.13,0.16,1,0.35,South,Tennessee
0.37,0.29,0.44,Lake,0.13,0.23,1,0.33,South,Tennessee
0.38,0.23,0.28,Decatur,0.13,0.17,1,0.39,South,Tennessee
0.35,0.24,0.26,Crockett,0.13,0.17,1,0.36,South,Tennessee
0.33,0.24,0.33,Perry,0.13,0.18,1,0.36,South,Tennessee
0.36,0.23,0.31,Henry,0.13,0.18,1,0.39,South,Tennessee
0.32,0.23,0.32,Van Buren,0.13,0.17,1,0.37,South,Tennessee
0.36,0.24,0.30,Monroe,0.13,0.17,1,0.36,South,Tennessee
0.31,0.25,0.27,Gibson,0.13,0.19,1,0.34,South,Tennessee
0.31,0.25,0.29,Meigs,0.13,0.17,1,0.34,South,Tennessee
0.36,0.25,0.29,McNairy,0.13,0.18,1,0.38,South,Tennessee
0.32,0.24,0.35,Jackson,0.14,0.16,1,0.39,South,Tennessee
0.34,0.24,0.33,Benton,0.14,0.17,1,0.40,South,Tennessee
0.33,0.20,0.21,Fayette,0.14,0.16,1,0.34,South,Tennessee
0.34,0.24,0.30,Hardin,0.14,0.17,1,0.35,South,Tennessee
0.34,0.27,0.40,Cocke,0.14,0.19,1,0.40,South,Tennessee
0.30,0.22,0.29,Cumberland,0.14,0.15,1,0.32,South,Tennessee
0.36,0.26,0.38,Fentress,0.14,0.17,1,0.37,South,Tennessee
0.30,0.26,0.37,Grundy,0.14,0.18,1,0.41,South,Tennessee
0.31,0.28,0.43,Hancock,0.14,0.20,1,0.39,South,Tennessee
0.33,0.24,0.35,Clay,0.14,0.17,1,0.35,South,Tennessee
0.38,0.29,0.32,Lauderdale,0.15,0.24,1,0.37,South,Tennessee
0.39,0.28,0.33,Hardeman,0.15,0.22,1,0.38,South,Tennessee
0.41,0.26,0.35,Haywood,0.17,0.23,1,0.38,South,Tennessee
0.24,0.14,0.10,Denton,0.08,0.17,1,0.21,South,Texas
0.25,0.12,0.09,Collin,0.08,0.17,1,0.20,South,Texas
0.29,0.12,0.10,Williamson,0.08,0.15,1,0.18,South,Texas
0.20,0.12,0.23,Travis,0.08,0.18,1,0.16,South,Texas
0.26,0.16,0.25,Brazos,0.08,0.23,1,0.22,South,Texas
0.32,0.17,0.22,Coryell,0.08,0.22,1,0.23,South,Texas
0.28,0.13,0.09,Rockwall,0.09,0.14,1,0.29,South,Texas
0.27,0.14,0.13,Randall,0.09,0.16,1,0.28,South,Texas
0.29,0.12,0.10,Roberts,0.09,0.14,1,0.28,South,Texas
0.28,0.14,0.16,Montgomery,0.09,0.16,1,0.23,South,Texas
0.31,0.15,0.12,Chambers,0.09,0.16,1,0.27,South,Texas
0.31,0.15,0.14,Midland,0.09,0.13,1,0.26,South,Texas
0.24,0.14,0.17,Hays,0.09,0.16,1,0.19,South,Texas
0.31,0.14,0.15,Parker,0.09,0.17,1,0.32,South,Texas
0.33,0.15,0.19,Johnson,0.09,0.17,1,0.26,South,Texas
0.31,0.17,0.24,Erath,0.09,0.20,1,0.24,South,Texas
0.30,0.14,0.11,Hartley,0.09,0.16,1,0.28,South,Texas
0.30,0.18,0.21,Bell,0.10,0.21,1,0.24,South,Texas
0.29,0.12,0.12,Glasscock,0.10,0.14,1,0.25,South,Texas
0.29,0.13,0.12,Carson,0.10,0.15,1,0.31,South,Texas
0.30,0.14,0.13,Lipscomb,0.10,0.14,1,0.28,South,Texas
0.32,0.14,0.15,Wise,0.10,0.16,1,0.24,South,Texas
0.31,0.15,0.19,Kaufman,0.10,0.18,1,0.29,South,Texas
0.34,0.15,0.17,Hardin,0.10,0.20,1,0.33,South,Texas
0.28,0.17,0.21,Lubbock,0.10,0.18,1,0.24,South,Texas
0.32,0.14,0.13,Brazoria,0.10,0.16,1,0.25,South,Texas
0.29,0.14,0.14,Andrews,0.10,0.10,1,0.26,South,Texas
0.30,0.12,0.14,Borden,0.10,0.15,1,0.29,South,Texas
0.24,0.12,0.12,Fort Bend,0.10,0.15,1,0.21,South,Texas
0.30,0.14,0.14,Archer,0.10,0.17,1,0.29,South,Texas
0.31,0.15,0.29,Garza,0.10,0.12,1,0.27,South,Texas
0.31,0.12,0.16,Armstrong,0.10,0.16,1,0.29,South,Texas
0.31,0.15,0.13,Hemphill,0.10,0.13,1,0.30,South,Texas
0.31,0.16,0.22,Orange,0.10,0.22,1,0.29,South,Texas
0.31,0.16,0.22,Taylor,0.10,0.19,1,0.24,South,Texas
0.30,0.16,0.28,Childress,0.10,0.18,1,0.30,South,Texas
0.25,0.15,0.20,Galveston,0.10,0.18,1,0.27,South,Texas
0.31,0.15,0.15,Ochiltree,0.10,0.12,1,0.29,South,Texas
0.32,0.16,0.19,Gaines,0.10,0.14,1,0.26,South,Texas
0.29,0.14,0.17,Ellis,0.10,0.16,1,0.25,South,Texas
0.28,0.15,0.22,Tarrant,0.10,0.19,1,0.26,South,Texas
0.31,0.19,0.28,Walker,0.10,0.24,1,0.28,South,Texas
0.27,0.13,0.12,Kendall,0.10,0.15,1,0.22,South,Texas
0.30,0.14,0.20,Somervell,0.10,0.16,1,0.30,South,Texas
0.29,0.15,0.25,Mitchell,0.10,0.15,1,0.27,South,Texas
0.31,0.16,0.19,Ector,0.10,0.13,1,0.31,South,Texas
0.29,0.17,0.19,Jack,0.10,0.17,1,0.25,South,Texas
0.29,0.13,0.14,Comal,0.10,0.15,1,0.23,South,Texas
0.32,0.14,0.15,Guadalupe,0.10,0.13,1,0.24,South,Texas
0.32,0.16,0.33,Oldham,0.10,0.18,1,0.27,South,Texas
0.29,0.13,0.12,Crane,0.11,0.11,1,0.26,South,Texas
0.29,0.15,0.18,Scurry,0.11,0.14,1,0.33,South,Texas
0.29,0.14,0.17,King,0.11,0.18,1,0.30,South,Texas
0.27,0.14,0.25,Harris,0.11,0.18,1,0.21,South,Texas
0.30,0.15,0.23,Cooke,0.11,0.18,1,0.26,South,Texas
0.28,0.16,0.18,Gray,0.11,0.16,1,0.30,South,Texas
0.29,0.16,0.22,Grayson,0.11,0.20,1,0.28,South,Texas
0.32,0.17,0.19,Dallam,0.11,0.15,1,0.26,South,Texas
0.33,0.18,0.29,Nacogdoches,0.11,0.23,1,0.26,South,Texas
0.30,0.14,0.17,Wheeler,0.11,0.15,1,0.30,South,Texas
0.31,0.14,0.18,Clay,0.11,0.17,1,0.32,South,Texas
0.33,0.17,0.18,Hutchinson,0.11,0.17,1,0.30,South,Texas
0.29,0.19,0.29,Wichita,0.11,0.20,1,0.29,South,Texas
0.29,0.13,0.14,Irion,0.11,0.14,1,0.29,South,Texas
0.32,0.15,0.24,Upshur,0.11,0.19,1,0.29,South,Texas
0.30,0.17,0.27,Jones,0.11,0.18,1,0.29,South,Texas
0.29,0.17,0.23,Liberty,0.11,0.20,1,0.28,South,Texas
0.31,0.14,0.17,Winkler,0.11,0.10,1,0.27,South,Texas
0.28,0.15,0.22,Montague,0.11,0.18,1,0.25,South,Texas
0.34,0.15,0.19,Shackelford,0.11,0.17,1,0.30,South,Texas
0.32,0.16,0.22,Panola,0.11,0.19,1,0.30,South,Texas
0.30,0.16,0.21,Hockley,0.11,0.14,1,0.26,South,Texas
0.26,0.16,0.21,Tom Green,0.11,0.16,1,0.30,South,Texas
0.28,0.13,0.18,Austin,0.11,0.16,1,0.27,South,Texas
0.30,0.16,0.17,Martin,0.11,0.13,1,0.30,South,Texas
0.31,0.16,0.23,Howard,0.11,0.16,1,0.27,South,Texas
0.30,0.17,0.28,McLennan,0.11,0.21,1,0.28,South,Texas
0.28,0.17,0.26,Smith,0.11,0.20,1,0.28,South,Texas
0.28,0.13,0.15,Wilson,0.11,0.12,1,0.28,South,Texas
0.31,0.14,0.31,Donley,0.11,0.19,1,0.27,South,Texas
0.29,0.15,0.23,Callahan,0.11,0.18,1,0.28,South,Texas
0.28,0.15,0.29,Dallas,0.11,0.20,1,0.25,South,Texas
0.33,0.16,0.26,Tyler,0.11,0.22,1,0.31,South,Texas
0.30,0.17,0.30,Hunt,0.11,0.20,1,0.28,South,Texas
0.31,0.20,0.23,Waller,0.11,0.20,1,0.27,South,Texas
0.31,0.14,0.27,Concho,0.11,0.12,1,0.28,South,Texas
0.31,0.15,0.23,Van Zandt,0.11,0.19,1,0.35,South,Texas
0.35,0.16,0.23,Rusk,0.11,0.20,1,0.27,South,Texas
0.32,0.17,0.23,Fannin,0.11,0.21,1,0.31,South,Texas
0.35,0.17,0.27,Gregg,0.11,0.21,1,0.29,South,Texas
0.26,0.13,0.20,Hood,0.11,0.17,1,0.26,South,Texas
0.29,0.14,0.15,Yoakum,0.11,0.09,1,0.28,South,Texas
0.28,0.15,0.24,Lampasas,0.11,0.18,1,0.28,South,Texas
0.30,0.16,0.17,Sherman,0.11,0.13,1,0.28,South,Texas
0.31,0.19,0.28,Madison,0.11,0.21,1,0.29,South,Texas
0.33,0.13,0.26,Hamilton,0.11,0.18,1,0.30,South,Texas
0.33,0.14,0.20,Jackson,0.11,0.15,1,0.28,South,Texas
0.33,0.16,0.22,Bastrop,0.11,0.16,1,0.29,South,Texas
0.33,0.17,0.23,Harrison,0.11,0.21,1,0.30,South,Texas
0.30,0.15,0.22,Washington,0.12,0.20,1,0.27,South,Texas
0.31,0.15,0.19,Lee,0.12,0.16,1,0.31,South,Texas
0.27,0.15,0.24,Young,0.12,0.18,1,0.29,South,Texas
0.31,0.15,0.24,Burnet,0.12,0.17,1,0.27,South,Texas
0.31,0.16,0.20,Moore,0.12,0.12,1,0.28,South,Texas
0.30,0.18,0.30,Potter,0.12,0.19,1,0.32,South,Texas
0.30,0.13,0.20,Blanco,0.12,0.15,1,0.24,South,Texas
0.30,0.14,0.26,Rains,0.12,0.18,1,0.29,South,Texas
0.29,0.15,0.26,Franklin,0.12,0.18,1,0.31,South,Texas
0.30,0.17,0.32,Stephens,0.12,0.17,1,0.27,South,Texas
0.34,0.17,0.29,Lamar,0.12,0.23,1,0.33,South,Texas
0.33,0.18,0.31,Bowie,0.12,0.23,1,0.30,South,Texas
0.32,0.14,0.20,Lavaca,0.12,0.16,1,0.31,South,Texas
0.29,0.15,0.18,Hansford,0.12,0.13,1,0.28,South,Texas
0.28,0.17,0.27,Brown,0.12,0.18,1,0.31,South,Texas
0.29,0.17,0.33,Hopkins,0.12,0.19,1,0.30,South,Texas
0.29,0.14,0.21,Throckmorton,0.12,0.18,1,0.29,South,Texas
0.29,0.15,0.30,Dickens,0.12,0.18,1,0.31,South,Texas
0.30,0.15,0.13,Reagan,0.12,0.08,1,0.26,South,Texas
0.30,0.17,0.26,Palo Pinto,0.12,0.19,1,0.31,South,Texas
0.31,0.17,0.30,Newton,0.12,0.24,1,0.31,South,Texas
0.33,0.18,0.25,Anderson,0.12,0.22,1,0.27,South,Texas
0.34,0.15,0.24,Victoria,0.12,0.15,1,0.28,South,Texas
0.29,0.13,0.18,Fayette,0.12,0.16,1,0.30,South,Texas
0.30,0.14,0.25,Burleson,0.12,0.18,1,0.30,South,Texas
0.31,0.15,0.23,Freestone,0.12,0.19,1,0.27,South,Texas
0.32,0.17,0.30,Titus,0.12,0.17,1,0.27,South,Texas
0.31,0.17,0.30,Bee,0.12,0.15,1,0.25,South,Texas
0.28,0.14,0.24,Bandera,0.12,0.17,1,0.28,South,Texas
0.32,0.16,0.28,Eastland,0.12,0.19,1,0.32,South,Texas
0.30,0.14,0.20,Kent,0.12,0.16,1,0.30,South,Texas
0.30,0.15,0.25,Wood,0.12,0.19,1,0.29,South,Texas
0.31,0.16,0.19,Ward,0.12,0.14,1,0.28,South,Texas
0.30,0.16,0.24,Wilbarger,0.12,0.18,1,0.29,South,Texas
0.31,0.17,0.31,Henderson,0.12,0.20,1,0.32,South,Texas
0.30,0.13,0.20,Sutton,0.12,0.10,1,0.26,South,Texas
0.28,0.14,0.26,Mills,0.12,0.16,1,0.27,South,Texas
0.32,0.14,0.24,San Patricio,0.12,0.14,1,0.30,South,Texas
0.30,0.15,0.24,Bosque,0.12,0.18,1,0.30,South,Texas
0.31,0.15,0.20,Parmer,0.12,0.12,1,0.28,South,Texas
0.30,0.15,0.21,Live Oak,0.12,0.14,1,0.32,South,Texas
0.31,0.16,0.30,Nolan,0.12,0.17,1,0.29,South,Texas
0.32,0.16,0.26,Dawson,0.12,0.15,1,0.26,South,Texas
0.29,0.16,0.29,Delta,0.12,0.20,1,0.32,South,Texas
0.32,0.17,0.25,Grimes,0.12,0.19,1,0.30,South,Texas
0.33,0.17,0.28,Jasper,0.12,0.23,1,0.31,South,Texas
0.31,0.15,0.21,Leon,0.12,0.18,1,0.32,South,Texas
0.30,0.15,0.26,Calhoun,0.12,0.14,1,0.26,South,Texas
0.30,0.15,0.35,Haskell,0.12,0.18,1,0.28,South,Texas
0.31,0.16,0.32,Hill,0.12,0.19,1,0.24,South,Texas
0.31,0.16,0.18,Sterling,0.12,0.15,1,0.28,South,Texas
0.34,0.19,0.26,Angelina,0.12,0.20,1,0.27,South,Texas
0.28,0.12,0.25,Mason,0.13,0.15,1,0.29,South,Texas
0.29,0.13,0.22,Coke,0.13,0.17,1,0.30,South,Texas
0.28,0.13,0.26,Bexar,0.13,0.14,1,0.21,South,Texas
0.32,0.14,0.22,Medina,0.13,0.13,1,0.28,South,Texas
0.30,0.15,0.22,Pecos,0.13,0.11,1,0.27,South,Texas
0.31,0.16,0.30,San Jacinto,0.13,0.20,1,0.31,South,Texas
0.32,0.16,0.29,Terry,0.13,0.14,1,0.28,South,Texas
0.35,0.17,0.29,Limestone,0.13,0.20,1,0.32,South,Texas
0.34,0.17,0.31,Polk,0.13,0.21,1,0.30,South,Texas
0.34,0.18,0.32,Navarro,0.13,0.20,1,0.28,South,Texas
0.37,0.18,0.32,Jefferson,0.13,0.25,1,0.30,South,Texas
0.31,0.13,0.19,Crockett,0.13,0.11,1,0.29,South,Texas
0.28,0.17,0.24,Caldwell,0.13,0.16,1,0.27,South,Texas
0.28,0.18,0.33,Hale,0.13,0.18,1,0.30,South,Texas
0.29,0.14,0.25,Foard,0.13,0.19,1,0.29,South,Texas
0.33,0.15,0.26,DeWitt,0.13,0.15,1,0.33,South,Texas
0.30,0.15,0.19,Upton,0.13,0.12,1,0.28,South,Texas
0.31,0.17,0.30,Karnes,0.13,0.15,1,0.31,South,Texas
0.31,0.17,0.29,Kleberg,0.13,0.14,1,0.27,South,Texas
0.31,0.18,0.29,Cherokee,0.13,0.21,1,0.33,South,Texas
0.29,0.14,0.23,Fisher,0.13,0.17,1,0.29,South,Texas
0.30,0.16,0.27,Reeves,0.13,0.12,1,0.29,South,Texas
0.32,0.16,0.23,Nueces,0.13,0.14,1,0.28,South,Texas
0.30,0.17,0.30,Collingsworth,0.13,0.16,1,0.29,South,Texas
0.31,0.13,0.20,Gillespie,0.13,0.15,1,0.28,South,Texas
0.29,0.15,0.29,Baylor,0.13,0.19,1,0.26,South,Texas
0.32,0.17,0.36,Camp,0.13,0.21,1,0.28,South,Texas
0.29,0.15,0.19,Schleicher,0.13,0.13,1,0.27,South,Texas
0.30,0.16,0.33,San Saba,0.13,0.17,1,0.29,South,Texas
0.31,0.16,0.29,Robertson,0.13,0.21,1,0.28,South,Texas
0.34,0.16,0.30,Morris,0.13,0.24,1,0.30,South,Texas
0.31,0.17,0.30,Cass,0.13,0.24,1,0.27,South,Texas
0.34,0.19,0.32,Shelby,0.13,0.21,1,0.28,South,Texas
0.32,0.14,0.24,Goliad,0.13,0.14,1,0.30,South,Texas
0.25,0.14,0.29,Kerr,0.13,0.17,1,0.30,South,Texas
0.32,0.16,0.24,Wharton,0.13,0.17,1,0.29,South,Texas
0.32,0.17,0.28,Deaf Smith,0.13,0.11,1,0.29,South,Texas
0.31,0.16,0.29,Milam,0.13,0.20,1,0.27,South,Texas
0.30,0.16,0.29,Swisher,0.13,0.18,1,0.30,South,Texas
0.28,0.15,0.23,Brewster,0.13,0.15,1,0.24,South,Texas
0.31,0.15,0.25,Colorado,0.13,0.17,1,0.28,South,Texas
0.30,0.14,0.34,Kimble,0.13,0.17,1,0.27,South,Texas
0.29,0.16,0.33,Knox,0.13,0.18,1,0.28,South,Texas
0.31,0.16,0.28,Lynn,0.13,0.15,1,0.30,South,Texas
0.30,0.16,0.29,Briscoe,0.13,0.17,1,0.29,South,Texas
0.27,0.13,0.29,Llano,0.14,0.18,1,0.27,South,Texas
0.31,0.14,0.14,McMullen,0.14,0.11,1,0.29,South,Texas
0.29,0.15,0.22,Stonewall,0.14,0.17,1,0.30,South,Texas
0.28,0.15,0.24,Atascosa,0.14,0.11,1,0.27,South,Texas
0.31,0.16,0.32,Comanche,0.14,0.18,1,0.29,South,Texas
0.31,0.16,0.30,McCulloch,0.14,0.15,1,0.29,South,Texas
0.30,0.16,0.36,Coleman,0.14,0.21,1,0.30,South,Texas
0.30,0.18,0.31,Falls,0.14,0.22,1,0.32,South,Texas
0.31,0.17,0.31,Red River,0.14,0.23,1,0.31,South,Texas
0.33,0.17,0.30,Matagorda,0.14,0.19,1,0.27,South,Texas
0.30,0.13,0.25,Terrell,0.14,0.11,1,0.30,South,Texas
0.30,0.18,0.37,Houston,0.14,0.24,1,0.32,South,Texas
0.31,0.18,0.32,Frio,0.14,0.12,1,0.25,South,Texas
0.31,0.17,0.31,Trinity,0.14,0.20,1,0.30,South,Texas
0.28,0.15,0.32,Aransas,0.14,0.18,1,0.28,South,Texas
0.28,0.16,0.27,Runnels,0.14,0.17,1,0.28,South,Texas
0.33,0.17,0.29,Gonzales,0.14,0.15,1,0.31,South,Texas
0.30,0.18,0.36,La Salle,0.14,0.09,1,0.26,South,Texas
0.29,0.16,0.30,Sabine,0.14,0.25,1,0.30,South,Texas
0.33,0.17,0.36,Marion,0.14,0.24,1,0.33,South,Texas
0.30,0.17,0.30,Cochran,0.14,0.13,1,0.29,South,Texas
0.32,0.19,0.29,Hardeman,0.14,0.20,1,0.28,South,Texas
0.30,0.15,0.32,Cottle,0.14,0.19,1,0.29,South,Texas
0.28,0.16,0.31,Motley,0.14,0.20,1,0.31,South,Texas
0.30,0.17,0.29,Castro,0.14,0.14,1,0.27,South,Texas
0.31,0.14,0.26,Refugio,0.15,0.13,1,0.28,South,Texas
0.29,0.16,0.31,Val Verde,0.15,0.11,1,0.28,South,Texas
0.29,0.17,0.32,Lamb,0.15,0.15,1,0.27,South,Texas
0.29,0.16,0.37,Crosby,0.15,0.16,1,0.27,South,Texas
0.30,0.15,0.34,Real,0.15,0.18,1,0.29,South,Texas
0.30,0.18,0.30,Bailey,0.15,0.13,1,0.28,South,Texas
0.27,0.13,0.29,Jeff Davis,0.15,0.12,1,0.26,South,Texas
0.31,0.17,0.34,Uvalde,0.15,0.13,1,0.29,South,Texas
0.29,0.15,0.29,Jim Wells,0.15,0.10,1,0.28,South,Texas
